,created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,geo_enabled,id,lang,location,profile_background_image_url,profile_image_url,screen_name,statuses_count,verified,average_tweets_per_day,account_age_days,account_type
373,27-11-2013 2.47,TRUE,FALSE,🇲🇽 ig: a.a.huggins // prettyxgirlxlashes,34363,402,295,TRUE,2217040310,en,"California, USA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1272404694283907075/KXLErlF1_normal.jpg,huggashley,34862,FALSE,14.189,2457,human
374,19-01-2014 15.24,FALSE,FALSE,Votez pour la pochette de l’édition limitée de mon nouvel album MI VIDA 09.10.2020,1895,1612196,2777,TRUE,2299877827,fr,Paris / Bergerac,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/1295063135641100288/hFWgc5J0_normal.jpg,GIRACKENDJI,3398,TRUE,1.414,2403,human
375,20-08-2011 20.07,TRUE,FALSE,,21933,171,334,TRUE,358963668,,"Clown Town, USA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1244010614025904129/2xayngDD_normal.jpg,emmaxchristine,6648,FALSE,2.023,3286,human
376,17-04-2015 20.02,TRUE,FALSE,,6473,231,130,TRUE,3161545190,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/718256902182977536/m20p5bK0_normal.jpg,cscottHIA,2220,FALSE,1.138,1950,human
377,02-01-2011 11.25,TRUE,FALSE,,395,0,0,FALSE,233134569,,Shang hai,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3508040657/3ff45946e950886359a53eaa4fe81f32_normal.jpeg,liaoliaohy,588,FALSE,0.167,3516,bot
378,27-11-2011 21.24,TRUE,FALSE,,1025,27,0,FALSE,422926828,,"Valley Stream, NY",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000858403676/vxHTKDKC_normal.jpeg,DannyNorden,1545,FALSE,0.485,3187,bot
379,05-03-2010 16.25,TRUE,FALSE,Let's Player von Pietsmiet und fertig studierter Tierarzt. Galileo-Stammgast und begnadeter BvB-Fan :D #PietSmietBerührt,2721,211782,500,FALSE,120150508,de,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1261388338138882050/Ps98_cOb_normal.jpg,JayPietsmiet,14774,TRUE,3.869,3819,human
380,16-12-2012 17.03,FALSE,FALSE,"Union Carpenter, Business/Physics student, Godfather to 8 kids, Sports fan, Doer, Acheiver, aspiring writer & cartoonist, entrepreneur, CCRI grad, URI student",23187,957,2507,FALSE,1015634414,en,Rhode Island,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/921497370747162629/coOXU8ZV_normal.jpg,GrFernandes75,31083,FALSE,11.093,2802,human
381,31-05-2012 1.43,TRUE,FALSE,Keep God First🙏🏽 YouTube: Mani & Nesha https://t.co/iZ4JQvNb7a #FOREVER20💜,916,1542,1239,FALSE,595155450,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1259336378221035521/n-QteqSe_normal.jpg,__Neshh,44460,FALSE,14.81,3002,human
382,02-05-2014 12.21,FALSE,FALSE,#Writer. #Ferrarigirl #hypersensetive #creative #photograficmemory #potterhead #inlove #spnfamily #hawaii50,1119,107,0,FALSE,2523224579,en,unknown,http://abs.twimg.com/images/themes/theme18/bg.gif,http://pbs.twimg.com/profile_images/715155173769879553/jftMZxsW_normal.jpg,MoSunflower,2990,FALSE,1.3,2300,human
383,30-03-2011 14.32,TRUE,FALSE,IN DUE TIME I'M THE MODERN DAY ALBERT EINSTEIN. but for now I'm only Justin. NY ➡ DNVR INDUSTRIAL DESIGNer,193,111,119,FALSE,274553355,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/506633269022973952/bqqVXO1r_normal.jpeg,ItsSmit,18246,FALSE,5.321,3429,human
384,19-02-2009 18.05,TRUE,FALSE,"@WSJ national political reporter. Former Bloomberg, Chicago Tribune and Des Moines Register. Eagle Scout. MN native.",1184,7805,2666,FALSE,21322255,en,Chicago/Washington/Elsewhere,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1148628934050951168/h2siAL0l_normal.png,McCormickJohn,11156,TRUE,2.657,4198,human
385,07-10-2016 8.14,TRUE,FALSE,Is where I am,346,1,21,FALSE,7.84E+17,en,unknown,,http://pbs.twimg.com/profile_images/786930440825430017/wT3Hr6Ei_normal.jpg,mikhailoc7do,346,FALSE,0.245,1412,bot
386,05-09-2014 6.50,TRUE,FALSE,,324,91,203,TRUE,2761775632,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/951828308613836801/EqjS1BNF_normal.jpg,purplegrapes___,275,FALSE,0.126,2175,human
387,26-07-2011 13.22,TRUE,FALSE,Beyond all fear and ignorant.,1372,48,616,FALSE,342710805,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000363247546/739df3b5b83827e6595290d91c3d726b_normal.png,King_Calmly,2079,FALSE,0.628,3311,bot
388,28-03-2015 15.21,TRUE,FALSE,Soldado de la patria socialista y chavista del PSUV,301,143,331,TRUE,3124058645,es,Ocumare de la costa ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1125154602633048064/Qu3QWSkb_normal.jpg,wuilmerdelgado,4005,FALSE,2.033,1970,human
389,22-05-2012 20.41,TRUE,FALSE,,1923,98,130,FALSE,587815449,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/623904882983108608/pkUzyFyj_normal.jpg,jordanlynn00,2456,FALSE,0.816,3010,bot
390,01-12-2009 20.27,FALSE,FALSE,"Former radio hack, now slingin' cars at @DorsettAutoSale! Jackson's Dad, Blair's Husband.
Podcast - @TheseTwoJerks - https://t.co/mnKv4r9DOT",503,1527,1600,FALSE,93936154,en,"Terre Haute, IN",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1013996249933144065/j3GG4buq_normal.jpg,DJEricMichaels,9945,TRUE,2.542,3913,human
391,27-08-2015 4.13,FALSE,FALSE,"☾ 𝚜𝚕𝚎𝚎𝚙𝚢 𝚐𝚒𝚛𝚕, 𝚋𝚞𝚜𝚢 𝚕𝚒𝚏𝚎 | 𝚃𝚑𝚎 𝚞𝚗𝚘𝚏𝚏𝚒𝚌𝚒𝚊𝚕 𝚃𝚠𝚒𝚝𝚝𝚎𝚛 𝚘𝚏 𝙰𝚗𝚐𝚎𝚕 𝚈𝚞𝚍𝚒𝚎𝚕 𝚃𝚘𝚛𝚛𝚎𝚜 | 𝚆𝚆𝙰𝚂 ❥",3161,314,312,TRUE,3355531812,,☁️9️⃣,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1012063821270118400/yUuU0tbO_normal.jpg,caroleangelax,3287,FALSE,1.807,1819,human
392,12-06-2011 18.57,FALSE,FALSE,,2289,11,0,FALSE,315972144,,sweden,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/466242194580729856/SzRur0IS_normal.jpeg,jonthe1000,3241,FALSE,0.966,3355,bot
393,18-03-2009 0.37,FALSE,FALSE,I study the microbiome using 🐝 and 💩. Lover of all things #science. I'm also a cute animal aficionado. opinions are my own,1800,407,683,TRUE,24992307,en,"Cambridge, MA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/767572333380898816/F7HmG-XK_normal.jpg,BerdyAndTheBees,2656,FALSE,0.637,4172,human
394,18-04-2009 11.25,FALSE,FALSE,"Sometimes I just want to give it all up and become a Billionaire.   

Real Estate Investor...
Investing to enjoy life on this planet!",112071,125469,75256,TRUE,32856634,en,NYC / Houston,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1095773703080620032/mzYszTYB_normal.jpg,JaiManny,9191,FALSE,2.22,4140,human
395,19-04-2010 15.28,TRUE,FALSE,,688,18,120,FALSE,134830658,,"Fairbanks, Alaska ",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/682030589378052096/hf-ckrl9_normal.jpg,bwoodsgcinet,842,FALSE,0.223,3774,bot
396,30-04-2009 22.11,FALSE,FALSE,"VOTE BLUE SO RBG CAN RETIRE
Political junkie | Accelerator For America | Beto For Texas Alum | 
Views are mine",11607,448,654,TRUE,36788821,en,"Los Angeles, CA",http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1230340601897312256/xqjXrMb2_normal.jpg,RossvanD,12104,FALSE,2.932,4128,human
397,24-09-2011 13.11,TRUE,FALSE,,1374,25,0,FALSE,379148886,,北京,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3580371740/357ba914a794c6bce0717b373e3cd898_normal.jpeg,HengyiZhi,1940,FALSE,0.597,3251,bot
398,24-04-2008 4.09,FALSE,FALSE,"Fractional Product Manager, Owner & Marketer for Lean Startups",40,596,181,TRUE,14506594,en,"Boulder, CO",http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1058202613798199296/qNkcfXDf_normal.jpg,kpieper876,3107,FALSE,0.69,4500,bot
399,28-03-2008 15.32,TRUE,FALSE,Senior Marketing Manager at Vonage UK.  Vonage is a pioneer of cloud communications for businesses.,1813,81,64,FALSE,14244447,en,London,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/927881655242518529/k5wz7Odg_normal.jpg,JustineTate,1184,FALSE,0.262,4526,human
400,08-03-2011 4.28,FALSE,FALSE,,2285,42,56,TRUE,262494832,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2159501622/image_normal.jpg,BrandonBrahh,3304,FALSE,0.957,3452,bot
401,03-08-2015 0.53,TRUE,FALSE,Hola Que Pasa//Hi What's Up.,1640,375,2026,FALSE,3304675964,tl,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/656272869475790848/8CjHowWH_normal.jpg,Hola1231885,2379,FALSE,1.291,1843,human
402,25-05-2013 15.49,TRUE,FALSE,,4059,1039,345,TRUE,1457347202,,On the moon ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1268387864615796737/RU11Lkce_normal.jpg,silvia_razo,21319,FALSE,8.069,2642,human
403,31-08-2014 5.27,TRUE,FALSE,A fan. Not famous. Not a celebrity. None of that.,5550,7091,773,FALSE,2781698695,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1273727802253156352/uqAo_MsP_normal.jpg,EldestDamon,51109,FALSE,23.444,2180,human
404,04-08-2015 16.38,TRUE,FALSE,,1156,6,0,FALSE,3306248839,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/628608127533842432/kPyHduAe_normal.jpg,mrfirst48um,1762,FALSE,0.957,1841,bot
405,13-03-2016 2.54,TRUE,FALSE,All the bond missions you didn't hear about. Unarchived by @Ragepyro,2,32,4,FALSE,7.09E+17,en,"London, England",,http://pbs.twimg.com/profile_images/708880420688031744/J83jYoB2_normal.jpg,MI6Archives,14744,FALSE,9.101,1620,bot
406,28-10-2011 14.43,TRUE,FALSE,"Montreal Impact player. Exjugador del FC Barcelona. Formerly of Roma, AC Milan, Ajax, Mainz 05, Alavés & Stoke City.",940,913005,285,TRUE,400117763,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1186606351662931968/-WqfglsY_normal.jpg,BoKrkic,2489,TRUE,0.774,3217,human
407,26-04-2016 3.36,TRUE,FALSE,"It'll take Chernobyl 3,000 years to be safe again. Follow to get updated on its progress! #посетитьЧернобыле made by @lanewinfield",2,42099,0,FALSE,7.25E+17,en,"Chernobyl, Ukraine",,http://pbs.twimg.com/profile_images/724815081301762048/lxBsvtRi_normal.png,chernobylstatus,2793,FALSE,1.772,1576,bot
408,05-10-2016 13.55,FALSE,FALSE,from the ashes... arisen,467,356,199,FALSE,7.84E+17,en,Worldwide,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/971513097503506434/vs_RCMSe_normal.jpg,Sneaky_Falcon,2230,FALSE,1.578,1413,human
409,03-11-2015 9.21,TRUE,FALSE,"harry dice que no me conoce, porque él ya borro cassette",1691,11,39,FALSE,4111293078,es,@twentyonegriers home// col,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/769073074620727298/0xSGS-T7_normal.jpg,ClaudeRains3,3343,FALSE,1.909,1751,bot
410,20-05-2017 16.50,FALSE,FALSE,Proud Millennial. Young Adult Fiction Writer #writer #writingcommunity,3546,189,176,FALSE,8.66E+17,en,"California, USA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1135998381657010177/-Z9TG06G_normal.jpg,Alexxis_Patton,114,FALSE,0.096,1186,human
411,10-06-2010 18.19,FALSE,FALSE,"pr.: MAL-win | Podcast: @CinDayPod | Play-By-Play Broadcaster | P.A. Announcer: @DaytonFlyers, @WSURaiders",50585,5603,5269,TRUE,154229409,en,"Dayton, Ohio",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1247214138025222145/4oN0FF1Z_normal.jpg,theleewmowen,47909,FALSE,12.872,3722,human
412,03-07-2015 20.42,FALSE,FALSE,,7571,84,99,FALSE,3267451555,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1264544796086943747/wLMbc0zK_normal.jpg,ESHH_37,12204,FALSE,6.516,1873,human
413,06-07-2011 4.20,TRUE,FALSE,If you don't want me to play the race card don't deal the hand...,24446,738,1936,TRUE,330128037,en,"Long Beach, Ca",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/927528881464033280/Pfka5b83_normal.jpg,shawniedw2,26472,FALSE,7.945,3332,human
414,03-09-2016 20.11,TRUE,FALSE,Helen Woo wants the world t know that just becase we find ourselves in a difficult situation doesn't mean wehave to stay there.,118,3,0,FALSE,7.72E+17,en,unknown,,http://pbs.twimg.com/profile_images/772166421115727872/h6UQ3Qac_normal.jpg,ParkerComic,218,FALSE,0.151,1445,human
415,12-01-2011 16.04,FALSE,FALSE,"Casada, estudante de Farmácia, fã da banda NXZero... Ama Viver ao lado de seu Grande Amor Henrique Torres S2",42,326,0,TRUE,237329062,pt,"Caruaru, Pernanbuco",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/495936901648359424/XDxJ5FHc_normal.jpeg,Brenda_NxZero,2584,FALSE,0.737,3506,human
416,05-10-2009 14.51,FALSE,FALSE,"Designer, Art Lover, Adventure Seeker, Imagineer. Writing the #CRstory, tell us your story using the hashtag to be featured in our feed.",2650,26324,809,TRUE,80042675,en,"West Village, NYC",http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1109140079468072961/4cemg5Qf_normal.jpg,Cynthia_Rowley,5225,TRUE,1.316,3970,human
417,13-01-2012 23.22,TRUE,FALSE,"Tweets are mainly about God, sports, and Texas. Will discuss anything but politics.",60695,850,961,FALSE,463297213,en,Texas,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1253831364094431232/JBoFZLTK_normal.jpg,GTOphil,114319,FALSE,36.407,3140,human
418,13-09-2011 1.59,FALSE,FALSE,Happy Wife|Cool Mama traveling to nice golf courses across the country ✈️⛳️. Part-time Meteorologist on @ActionNewsJax ☀️ Texan,3684,1005,777,TRUE,372595401,en,"Ponte Vedra, Florida",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1141782940285898752/07YumMj8_normal.jpg,RossFirstAlert,3405,FALSE,1.044,3263,human
419,26-01-2012 3.52,TRUE,FALSE,Dance // Travel lover. Waiting you at https://t.co/Khs0OU3SiO,936,79,0,FALSE,474569415,en,"Miami, Fl",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/971647404159225856/14gNKa8P_normal.jpg,MonstaHead,254,FALSE,0.081,3128,bot
420,24-04-2008 4.18,FALSE,FALSE,always a delight. corporate shill. definitely a centrist. #godawgs always and forever 🐶🐾,22730,820,883,FALSE,14506696,en,"New York, NY",http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/904079265095921665/DwAu7KCK_normal.jpg,spagrl,23099,FALSE,5.133,4500,human
421,08-03-2010 19.01,FALSE,FALSE,"STAY WHERE YOU ARE IS OUT NOW
https://t.co/LdDj0ogAdv",5588,2484203,1630,TRUE,121199319,so,"Los Angeles, CA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1260946742545022976/AbhMvmKO_normal.jpg,yunamusic,29441,TRUE,7.715,3816,human
422,20-06-2013 13.03,TRUE,FALSE,,154,21,150,FALSE,1533893335,,Universal ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/988663776256798720/SnV7SuQF_normal.jpg,GerLegacy,61,FALSE,0.023,2616,bot
424,15-06-2014 4.20,FALSE,FALSE,Blog-Style Women's Magazine!. #getconnected #cwmag JOIN THE FB FAM https://t.co/ulKvMIKWwO,1176,1754,3822,FALSE,2568313562,en,NC,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1087097864059273221/SYLrOof1_normal.jpg,aconnectedwoman,315820,FALSE,139.929,2257,bot
425,30-12-2010 6.11,TRUE,FALSE,be a tough mom n wife,51,20,13,FALSE,232086240,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/453415219482460160/1g5CFlN2_normal.jpeg,Incessmom,405,FALSE,0.115,3520,bot
426,12-08-2013 5.14,TRUE,FALSE,Livin' the dream! Voicing #MiraculousLadybug #Mafia3 #AttackonTitan #LukeSkywalker #LegoJoker #OnePiece #StarOcean5 #elderscrollsonline #Ingress #Skyrim,3643,20336,569,TRUE,1664178912,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/804173369704939520/RvaoWjYv_normal.jpg,GetMeSmith,3506,FALSE,1.367,2564,human
427,12-06-2012 22.21,FALSE,FALSE,"Morbid creep of various trades. Writer of horror, weird fiction, and various unpleasantness. History nerd. Cat person. Noise project: Madame Deficit. They/them",15150,349,666,TRUE,606690028,en,Brooklyn,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/591894544649682944/QuAmdjA1_normal.jpg,LCvonHessen,2823,FALSE,0.944,2989,human
428,12-07-2012 1.07,FALSE,FALSE,President of IDOL Music Group / Founder/CEO of @BlancoTarantino TV,2509,3005,3965,TRUE,633428724,en,"St. Louis, MO",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1268590778085003264/UrcPPLFp_normal.jpg,VonnyBlanco,39834,FALSE,13.457,2960,human
429,03-04-2009 21.49,TRUE,FALSE,,667,18,168,FALSE,28662522,,"Washington, DC",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1160309604414296066/U283k7Fr_normal.jpg,kmb10,121,FALSE,0.029,4155,human
430,15-12-2010 6.31,FALSE,FALSE,| daydreamer |,96428,519,60,TRUE,226843390,da,CALIFORNIA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1163495485308452864/NC3fe0Wn_normal.jpg,rrachelemarie,4910,FALSE,1.389,3535,human
431,01-01-2013 17.55,FALSE,FALSE,BLACK LIVES MATTER ✊🏾| WiFE. MoM. BoSS. | GOD is my CEO.,1068,132,384,TRUE,1053121278,en,"Georgia, USA",http://abs.twimg.com/images/themes/theme19/bg.gif,http://pbs.twimg.com/profile_images/1277830477131415552/8JuRkKO8_normal.jpg,cierra_branee,4682,FALSE,1.681,2786,human
432,18-03-2013 4.14,FALSE,FALSE,Bostera / Marge no voy a mentirte,3329,1483,939,TRUE,1276730142,pt,"Tostado, Santa Fe.",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1095190302493675520/MMdvMx1J_normal.jpg,Dalmaa__,11784,FALSE,4.347,2711,human
433,15-12-2009 23.04,FALSE,FALSE,"Actress. Activist. Host of the “Work In Progress” @workinprogress_ podcast. And lover of good conversations, good humans, and duh, puppies.",34585,1279979,1963,FALSE,97082147,en,Asking questions,http://abs.twimg.com/images/themes/theme7/bg.gif,http://pbs.twimg.com/profile_images/1173357263777619968/caYD7RwO_normal.jpg,SophiaBush,51107,TRUE,13.108,3899,human
434,28-03-2008 16.00,TRUE,FALSE,Only God can Judge Me!,16,88,0,TRUE,14244651,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/841530762226614272/cMiGvu3B_normal.jpg,Fenny_Ping,205,FALSE,0.045,4526,human
435,25-06-2013 13.02,FALSE,FALSE,https://t.co/VtQIfw8hVZ https://t.co/xIuFjOauLW,1,1637366,42,FALSE,1545689918,,unknown,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/794111790363897856/2YmGjj5I_normal.jpg,cagatayulusoyy,184,TRUE,0.07,2611,human
436,29-01-2012 19.34,FALSE,FALSE,Modelings My Game. Inquiries:Sydneyamaler@gmail.com @sydneyamaler,418,21958,0,FALSE,477977408,ca,SD. LA. ,http://abs.twimg.com/images/themes/theme6/bg.gif,http://pbs.twimg.com/profile_images/468850303488360448/_Ara803r_normal.jpeg,SydneyaMaler,1902,FALSE,0.609,3124,human
437,10-12-2016 8.23,FALSE,FALSE,"We're buying Bitcoin for bank transfers, PayPal or Skrill.",29,982,2280,FALSE,8.08E+17,en,Trading since 2014.,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/931879361011208193/SkJLVZgY_normal.jpg,Crypto12_,25891,FALSE,19.207,1348,bot
438,29-03-2011 3.42,FALSE,FALSE,Put GOD 1st and everything else will fall into place,2486,227,474,TRUE,273767254,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/958871983541882880/0iBh1bzO_normal.jpg,School_BoyQuan,23133,FALSE,6.742,3431,bot
439,02-11-2014 13.46,FALSE,FALSE,"Emmy nominated reporter @NBCWashington & @Telemundo44 ☀️ Positive, for fitness, and veggies. 🐊@UF Alum from Nashville. Former 📺@whas11 @wcti12 & @wpsdlocal6",2227,2623,2099,TRUE,2856781575,en,"Louisville, KY",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1171403436207874048/AX6p1KYb_normal.jpg,NewsJValencia,6828,TRUE,3.227,2116,human
440,13-06-2011 22.47,FALSE,FALSE,🇵🇷 Puerto Rican ❤️,11733,591,0,TRUE,316758876,es,unknown,http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/1085697888062263296/iqtDVYZX_normal.jpg,esa_jazlyn,52914,FALSE,15.776,3354,human
441,27-04-2009 13.28,FALSE,FALSE,"I am a revolutionary, and  I believe in separating from our open enemy of 400(plus) years!BLACKPOWER
The Black Man is God. And The White Mann is the DEVIL!!",2132,47,0,TRUE,35740513,en,Amerikkka ,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/744169039870648320/yCKXkwLg_normal.jpg,ShastanMuhammad,2902,FALSE,0.702,4131,bot
442,18-10-2015 1.42,FALSE,FALSE,Useful tool for sci-fi writers to start planet design. Suggestions/corrections welcome. Part of a series. Bot by @hologramvin // #botALLY,4,5885,3,FALSE,3983629163,en,outer space,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/655566885971472384/bUnPCDNS_normal.png,brandnewplanet,42122,FALSE,23.838,1767,bot
443,24-05-2009 22.25,FALSE,FALSE,Cultural larcenist. Globe trekker. Experimentalist. Writer. Foodie. Photographer. Aspiring Nomad. UARK '12.,689,619,2325,TRUE,42294131,en,"Missouri, USA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/817749380736360448/UZ4YQ_qq_normal.jpg,dominicbox,6383,FALSE,1.555,4104,human
444,18-08-2016 16.01,TRUE,FALSE,COTTAGE GROVE TX 🧎🏾‍♂️,4864,129,209,FALSE,7.66E+17,vi,"Houston, TX",,http://pbs.twimg.com/profile_images/1281412217091624961/96j1lGI-_normal.jpg,jiggyxjose,2146,FALSE,1.469,1461,human
445,08-05-2018 2.49,FALSE,FALSE,🇲🇽/🇺🇸♌️ ♊️ ♍️ emotionally exhausted. send memes.,33647,120,165,FALSE,9.94E+17,en,Namjoon’s dimple.,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1292691024762957824/5HCcZL0d_normal.jpg,anirocinagust,28431,FALSE,34.09,834,human
446,17-04-2009 6.32,FALSE,FALSE,"@UMassFootball Nickels/OLB Coach...Married to my Queen, Raising a young Prince.. Former ALL-PRO LB, SB XLI CHAMP  #MichiganMan #SMIB",62419,19750,1591,TRUE,32332667,en,DMV,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1225283173627682816/SQJCYSob_normal.jpg,CatoJune,35915,TRUE,8.671,4142,human
447,12-04-2011 4.03,FALSE,FALSE,"I'm an actor, singer, hoofer, chef, husband and father of two amazing children.",198,124672,25,TRUE,280845193,en,"New York, NY",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/492410327053893632/YvJLC_vZ_normal.png,Davidburtka,1191,TRUE,0.349,3417,human
448,27-09-2011 15.16,TRUE,FALSE,Leones de nacimiento y del mundo en mente. Me gusta el mundo rural y la cultura en general. Formador de profesión.,172,20,0,FALSE,380984201,es,Leon,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1562505515/coco_normal.jpg,JesusdelRioPosa,899,FALSE,0.277,3248,bot
449,31-05-2018 5.15,TRUE,FALSE,Theme Park inspired apparel ready for your next adventure. Made for the Queer and POC disneybounding community.,5461,30,165,FALSE,1.00E+18,en,"Los Angeles, CA",,http://pbs.twimg.com/profile_images/1267608314507964416/_ktV8z36_normal.jpg,DITRClothingCo,2454,FALSE,3.026,811,human
450,07-09-2009 2.04,FALSE,FALSE,Media Sales Executive.,1933,22,10,TRUE,72178575,ca,"Santa Monica, CA",http://abs.twimg.com/images/themes/theme18/bg.gif,http://pbs.twimg.com/profile_images/613963117320482816/LlvHIZPu_normal.png,TaylorBurback,2708,FALSE,0.677,3999,bot
451,23-06-2011 9.38,FALSE,FALSE,A Typo In Life. Mumma's Bai.                                                            Followed by @SatanKiNani :'),27262,1263,429,TRUE,322526117,en,"Karachi, Pakistan",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1107129713519181824/OC3-5HA6_normal.jpg,TheTypoOfGod,110658,FALSE,33.082,3345,bot
452,13-07-2010 3.59,FALSE,FALSE,"Bailarín, coreógrafo y director artístico argentino. https://t.co/hROBkg5wlo",1885,1043150,559,TRUE,166026159,es,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/907668242692546560/5fWq1NNb_normal.jpg,flaviomendoza,45421,TRUE,12.309,3690,human
